Calendar year	D14C in per mil
-3400.5	64.5
-3399.5	64.3
-3398.5	64
-3397.5	63.6
-3396.5	63.3
-3395.5	63
-3394.5	62.6
-3393.5	62.2
-3392.5	61.8
-3391.5	61.4
-3390.5	61
-3389.5	60.8
-3388.5	60.9
-3387.5	61
-3386.5	61.1
-3385.5	61.2
-3384.5	61.4
-3383.5	61.7
-3382.5	62
-3381.5	62.3
-3380.5	62.6
-3379.5	63.1
-3378.5	63.7
-3377.5	64.3
-3376.5	65
-3375.5	65.6
-3374.5	66.2
-3373.5	66.9
-3372.5	67.6
-3371.5	68.2
-3370.5	68.9
-3369.5	69.5
-3368.5	70
-3367.5	70.5
-3366.5	71
-3365.5	71.5
-3364.5	72
-3363.5	72.5
-3362.5	73
-3361.5	73.5
-3360.5	74
-3359.5	74.4
-3358.5	74.7
-3357.5	75
-3356.5	75.3
-3355.5	75.6
-3354.5	75.8
-3353.5	76.1
-3352.5	76.3
-3351.5	76.5
-3350.5	76.8
-3349.5	77.1
-3348.5	77.4
-3347.5	77.7
-3346.5	78
-3345.5	78.2
-3344.5	78.4
-3343.5	78.5
-3342.5	78.6
-3341.5	78.6
-3340.5	78.7
-3339.5	78.8
-3338.5	79
-3337.5	79.2
-3336.5	79.4
-3335.5	79.6
-3334.5	79.8
-3333.5	80
-3332.5	80.2
-3331.5	80.3
-3330.5	80.5
-3329.5	80.7
-3328.5	80.9
-3327.5	81.2
-3326.5	81.4
-3325.5	81.6
-3324.5	81.7
-3323.5	81.7
-3322.5	81.7
-3321.5	81.7
-3320.5	81.7
-3319.5	81.7
-3318.5	81.6
-3317.5	81.6
-3316.5	81.6
-3315.5	81.5
-3314.5	81.5
-3313.5	81.4
-3312.5	81.3
-3311.5	81.3
-3310.5	81.2
-3309.5	81.2
-3308.5	81.2
-3307.5	81.2
-3306.5	81.2
-3305.5	81.2
-3304.5	81.1
-3303.5	80.9
-3302.5	80.8
-3301.5	80.6
-3300.5	80.4
-3299.5	80.2
-3298.5	80.1
-3297.5	79.9
-3296.5	79.7
-3295.5	79.6
-3294.5	79.3
-3293.5	79
-3292.5	78.7
-3291.5	78.3
-3290.5	78
-3289.5	77.8
-3288.5	77.9
-3287.5	77.9
-3286.5	77.9
-3285.5	78
-3284.5	78
-3283.5	77.9
-3282.5	77.9
-3281.5	77.9
-3280.5	77.8
-3279.5	77.7
-3278.5	77.6
-3277.5	77.4
-3276.5	77.3
-3275.5	77.2
-3274.5	76.9
-3273.5	76.4
-3272.5	76
-3271.5	75.6
-3270.5	75.1
-3269.5	74.9
-3268.5	74.8
-3267.5	74.8
-3266.5	74.8
-3265.5	74.7
-3264.5	75
-3263.5	75.7
-3262.5	76.4
-3261.5	77.1
-3260.5	77.8
-3259.5	78
-3258.5	77.9
-3257.5	77.8
-3256.5	77.6
-3255.5	77.5
-3254.5	77.3
-3253.5	77
-3252.5	76.8
-3251.5	76.5
-3250.5	76.2
-3249.5	76
-3248.5	75.7
-3247.5	75.4
-3246.5	75.2
-3245.5	74.9
-3244.5	74.6
-3243.5	74.2
-3242.5	73.8
-3241.5	73.4
-3240.5	73
-3239.5	72.6
-3238.5	72.2
-3237.5	71.8
-3236.5	71.4
-3235.5	71
-3234.5	70.7
-3233.5	70.4
-3232.5	70.1
-3231.5	69.8
-3230.5	69.5
-3229.5	69.3
-3228.5	69.1
-3227.5	68.9
-3226.5	68.7
-3225.5	68.5
-3224.5	68.4
-3223.5	68.4
-3222.5	68.5
-3221.5	68.5
-3220.5	68.5
-3219.5	68.3
-3218.5	67.8
-3217.5	67.4
-3216.5	67
-3215.5	66.5
-3214.5	66
-3213.5	65.5
-3212.5	65
-3211.5	64.5
-3210.5	64
-3209.5	63.6
-3208.5	63.3
-3207.5	62.9
-3206.5	62.5
-3205.5	62.2
-3204.5	61.9
-3203.5	61.6
-3202.5	61.4
-3201.5	61.1
-3200.5	60.8
-3199.5	60.7
-3198.5	60.7
-3197.5	60.7
-3196.5	60.6
-3195.5	60.6
-3194.5	60.7
-3193.5	60.8
-3192.5	61
-3191.5	61.2
-3190.5	61.3
-3189.5	61.4
-3188.5	61.5
-3187.5	61.6
-3186.5	61.7
-3185.5	61.8
-3184.5	61.8
-3183.5	61.8
-3182.5	61.8
-3181.5	61.8
-3180.5	61.8
-3179.5	61.8
-3178.5	61.8
-3177.5	61.8
-3176.5	61.9
-3175.5	61.9
-3174.5	61.9
-3173.5	62
-3172.5	62
-3171.5	62
-3170.5	62.1
-3169.5	62.1
-3168.5	62.1
-3167.5	62.2
-3166.5	62.2
-3165.5	62.2
-3164.5	62
-3163.5	61.7
-3162.5	61.4
-3161.5	61
-3160.5	60.7
-3159.5	60.2
-3158.5	59.8
-3157.5	59.2
-3156.5	58.8
-3155.5	58.2
-3154.5	57.8
-3153.5	57.4
-3152.5	57
-3151.5	56.5
-3150.5	56.1
-3149.5	55.7
-3148.5	55.4
-3147.5	55.1
-3146.5	54.8
-3145.5	54.5
-3144.5	54.3
-3143.5	54.2
-3142.5	54.2
-3141.5	54.2
-3140.5	54.1
-3139.5	54.1
-3138.5	54.2
-3137.5	54.2
-3136.5	54.3
-3135.5	54.4
-3134.5	54.4
-3133.5	54.4
-3132.5	54.4
-3131.5	54.4
-3130.5	54.4
-3129.5	54.4
-3128.5	54.4
-3127.5	54.3
-3126.5	54.3
-3125.5	54.3
-3124.5	54.3
-3123.5	54.4
-3122.5	54.5
-3121.5	54.6
-3120.5	54.8
-3119.5	54.8
-3118.5	54.9
-3117.5	55
-3116.5	55
-3115.5	55.1
-3114.5	55.1
-3113.5	55
-3112.5	55
-3111.5	55
-3110.5	54.9
-3109.5	54.9
-3108.5	54.8
-3107.5	54.8
-3106.5	54.8
-3105.5	54.7
-3104.5	54.8
-3103.5	55
-3102.5	55.2
-3101.5	55.4
-3100.5	55.6
-3099.5	55.9
-3098.5	56.2
-3097.5	56.5
-3096.5	56.8
-3095.5	57.1
-3094.5	57.5
-3093.5	57.8
-3092.5	58.1
-3091.5	58.4
-3090.5	58.7
-3089.5	59
-3088.5	59.2
-3087.5	59.3
-3086.5	59.5
-3085.5	59.7
-3084.5	59.9
-3083.5	60.1
-3082.5	60.3
-3081.5	60.6
-3080.5	60.8
-3079.5	60.9
-3078.5	61
-3077.5	61.1
-3076.5	61.2
-3075.5	61.4
-3074.5	61.3
-3073.5	61
-3072.5	60.8
-3071.5	60.5
-3070.5	60.2
-3069.5	59.9
-3068.5	59.5
-3067.5	59.2
-3066.5	58.8
-3065.5	58.4
-3064.5	58
-3063.5	57.7
-3062.5	57.4
-3061.5	57.1
-3060.5	56.8
-3059.5	56.5
-3058.5	56.2
-3057.5	55.9
-3056.5	55.6
-3055.5	55.3
-3054.5	55.1
-3053.5	55
-3052.5	54.8
-3051.5	54.6
-3050.5	54.5
-3049.5	54.3
-3048.5	54.2
-3047.5	54
-3046.5	53.9
-3045.5	53.8
-3044.5	53.6
-3043.5	53.4
-3042.5	53.2
-3041.5	53.1
-3040.5	52.9
-3039.5	52.8
-3038.5	52.7
-3037.5	52.6
-3036.5	52.5
-3035.5	52.4
-3034.5	52.4
-3033.5	52.3
-3032.5	52.2
-3031.5	52.1
-3030.5	52
-3029.5	52.2
-3028.5	52.5
-3027.5	52.9
-3026.5	53.2
-3025.5	53.5
-3024.5	53.9
-3023.5	54.2
-3022.5	54.5
-3021.5	54.8
-3020.5	55.1
-3019.5	55.3
-3018.5	55.4
-3017.5	55.6
-3016.5	55.8
-3015.5	55.9
-3014.5	56
-3013.5	56
-3012.5	56
-3011.5	56.1
-3010.5	56.1
-3009.5	56.2
-3008.5	56.3
-3007.5	56.4
-3006.5	56.5
-3005.5	56.6
-3004.5	56.7
-3003.5	56.6
-3002.5	56.5
-3001.5	56.5
-3000.5	56.4
-2999.5	56.4
-2998.5	56.3
-2997.5	56.2
-2996.5	56.2
-2995.5	56.1
-2994.5	56
-2993.5	55.8
-2992.5	55.5
-2991.5	55.3
-2990.5	55.1
-2989.5	54.9
-2988.5	54.6
-2987.5	54.4
-2986.5	54.1
-2985.5	53.8
-2984.5	53.6
-2983.5	53.4
-2982.5	53.2
-2981.5	53
-2980.5	52.8
-2979.5	52.6
-2978.5	52.4
-2977.5	52.2
-2976.5	52
-2975.5	51.8
-2974.5	51.6
-2973.5	51.5
-2972.5	51.4
-2971.5	51.3
-2970.5	51.2
-2969.5	51
-2968.5	50.9
-2967.5	50.8
-2966.5	50.7
-2965.5	50.6
-2964.5	50.4
-2963.5	50.3
-2962.5	50.2
-2961.5	50.1
-2960.5	50
-2959.5	49.9
-2958.5	49.8
-2957.5	49.7
-2956.5	49.6
-2955.5	49.5
-2954.5	49.4
-2953.5	49.2
-2952.5	49
-2951.5	48.9
-2950.5	48.7
-2949.5	48.5
-2948.5	48.3
-2947.5	48.2
-2946.5	48
-2945.5	47.8
-2944.5	47.7
-2943.5	47.6
-2942.5	47.6
-2941.5	47.6
-2940.5	47.5
-2939.5	47.5
-2938.5	47.4
-2937.5	47.3
-2936.5	47.2
-2935.5	47.1
-2934.5	47.1
-2933.5	47.1
-2932.5	47
-2931.5	47
-2930.5	47
-2929.5	47.1
-2928.5	47.2
-2927.5	47.3
-2926.5	47.4
-2925.5	47.5
-2924.5	47.7
-2923.5	47.9
-2922.5	48.1
-2921.5	48.3
-2920.5	48.5
-2919.5	48.8
-2918.5	49.1
-2917.5	49.4
-2916.5	49.7
-2915.5	50
-2914.5	50.3
-2913.5	50.5
-2912.5	50.8
-2911.5	51
-2910.5	51.2
-2909.5	51.4
-2908.5	51.7
-2907.5	52
-2906.5	52.3
-2905.5	52.6
-2904.5	52.9
-2903.5	53.2
-2902.5	53.5
-2901.5	53.8
-2900.5	54.1
-2899.5	54.4
-2898.5	54.7
-2897.5	54.9
-2896.5	55.1
-2895.5	55.4
-2894.5	55.6
-2893.5	56
-2892.5	56.2
-2891.5	56.5
-2890.5	56.9
-2889.5	57.2
-2888.5	57.6
-2887.5	58
-2886.5	58.4
-2885.5	58.8
-2884.5	59.1
-2883.5	59.4
-2882.5	59.6
-2881.5	59.8
-2880.5	60.1
-2879.5	60.5
-2878.5	61
-2877.5	61.5
-2876.5	62.1
-2875.5	62.6
-2874.5	63.1
-2873.5	63.4
-2872.5	63.8
-2871.5	64.1
-2870.5	64.4
-2869.5	64.6
-2868.5	64.7
-2867.5	64.8
-2866.5	64.8
-2865.5	64.9
-2864.5	65
-2863.5	65.2
-2862.5	65.3
-2861.5	65.5
-2860.5	65.7
-2859.5	66
-2858.5	66.3
-2857.5	66.6
-2856.5	66.9
-2855.5	67.2
-2854.5	67.4
-2853.5	67.5
-2852.5	67.5
-2851.5	67.5
-2850.5	67.6
-2849.5	67.6
-2848.5	67.6
-2847.5	67.6
-2846.5	67.6
-2845.5	67.6
-2844.5	67.5
-2843.5	67.3
-2842.5	67.2
-2841.5	67
-2840.5	66.8
-2839.5	66.8
-2838.5	66.9
-2837.5	67.1
-2836.5	67.3
-2835.5	67.4
-2834.5	67.7
-2833.5	68.1
-2832.5	68.5
-2831.5	68.9
-2830.5	69.3
-2829.5	69.6
-2828.5	69.7
-2827.5	69.8
-2826.5	69.9
-2825.5	70
-2824.5	69.9
-2823.5	69.5
-2822.5	69.2
-2821.5	68.8
-2820.5	68.4
-2819.5	67.9
-2818.5	67.3
-2817.5	66.7
-2816.5	66.1
-2815.5	65.5
-2814.5	64.8
-2813.5	64.1
-2812.5	63.4
-2811.5	62.6
-2810.5	61.9
-2809.5	61.1
-2808.5	60.5
-2807.5	59.8
-2806.5	59
-2805.5	58.4
-2804.5	57.8
-2803.5	57.3
-2802.5	56.8
-2801.5	56.3
-2800.5	55.8
-2799.5	55.5
-2798.5	55.3
-2797.5	55.1
-2796.5	54.9
-2795.5	54.7
-2794.5	54.6
-2793.5	54.5
-2792.5	54.5
-2791.5	54.4
-2790.5	54.3
-2789.5	54.2
-2788.5	54.1
-2787.5	54
-2786.5	53.8
-2785.5	53.7
-2784.5	53.5
-2783.5	53.3
-2782.5	53.2
-2781.5	53
-2780.5	52.8
-2779.5	52.8
-2778.5	52.9
-2777.5	53
-2776.5	53.1
-2775.5	53.2
-2774.5	53.2
-2773.5	53.1
-2772.5	53
-2771.5	52.9
-2770.5	52.8
-2769.5	52.7
-2768.5	52.5
-2767.5	52.3
-2766.5	52.2
-2765.5	52
-2764.5	51.9
-2763.5	51.8
-2762.5	51.8
-2761.5	51.8
-2760.5	51.7
-2759.5	51.8
-2758.5	52
-2757.5	52.2
-2756.5	52.3
-2755.5	52.5
-2754.5	52.6
-2753.5	52.7
-2752.5	52.8
-2751.5	52.9
-2750.5	53
-2749.5	53.1
-2748.5	53.2
-2747.5	53.3
-2746.5	53.4
-2745.5	53.5
-2744.5	53.6
-2743.5	53.6
-2742.5	53.6
-2741.5	53.6
-2740.5	53.6
-2739.5	53.6
-2738.5	53.5
-2737.5	53.4
-2736.5	53.3
-2735.5	53.2
-2734.5	53.1
-2733.5	53
-2732.5	52.9
-2731.5	52.7
-2730.5	52.6
-2729.5	52.4
-2728.5	52.1
-2727.5	51.9
-2726.5	51.7
-2725.5	51.4
-2724.5	51
-2723.5	50.5
-2722.5	50
-2721.5	49.5
-2720.5	49
-2719.5	48.6
-2718.5	48.1
-2717.5	47.6
-2716.5	47.1
-2715.5	46.6
-2714.5	46.4
-2713.5	46.2
-2712.5	46.1
-2711.5	46
-2710.5	45.9
-2709.5	45.9
-2708.5	45.9
-2707.5	45.9
-2706.5	45.9
-2705.5	45.9
-2704.5	46
-2703.5	46.1
-2702.5	46.2
-2701.5	46.4
-2700.5	46.5
-2699.5	46.7
-2698.5	46.9
-2697.5	47
-2696.5	47.2
-2695.5	47.4
-2694.5	47.5
-2693.5	47.5
-2692.5	47.5
-2691.5	47.6
-2690.5	47.6
-2689.5	47.5
-2688.5	47.3
-2687.5	47.1
-2686.5	46.9
-2685.5	46.7
-2684.5	46.5
-2683.5	46.4
-2682.5	46.2
-2681.5	46.1
-2680.5	46
-2679.5	45.9
-2678.5	46
-2677.5	46
-2676.5	46
-2675.5	46.1
-2674.5	46.1
-2673.5	46.2
-2672.5	46.2
-2671.5	46.3
-2670.5	46.4
-2669.5	46.4
-2668.5	46.4
-2667.5	46.3
-2666.5	46.3
-2665.5	46.3
-2664.5	46.3
-2663.5	46.4
-2662.5	46.5
-2661.5	46.5
-2660.5	46.6
-2659.5	46.6
-2658.5	46.7
-2657.5	46.8
-2656.5	46.8
-2655.5	46.9
-2654.5	46.8
-2653.5	46.5
-2652.5	46.3
-2651.5	46.1
-2650.5	45.8
-2649.5	45.6
-2648.5	45.3
-2647.5	45
-2646.5	44.7
-2645.5	44.4
-2644.5	44.2
-2643.5	43.9
-2642.5	43.7
-2641.5	43.5
-2640.5	43.2
-2639.5	43.1
-2638.5	43.2
-2637.5	43.2
-2636.5	43.2
-2635.5	43.3
-2634.5	43.4
-2633.5	43.5
-2632.5	43.6
-2631.5	43.8
-2630.5	43.9
-2629.5	44
-2628.5	44
-2627.5	44
-2626.5	44.1
-2625.5	44.1
-2624.5	44.1
-2623.5	44.2
-2622.5	44.4
-2621.5	44.5
-2620.5	44.6
-2619.5	44.8
-2618.5	45.1
-2617.5	45.4
-2616.5	45.6
-2615.5	46
-2614.5	46
-2613.5	45.9
-2612.5	45.7
-2611.5	45.5
-2610.5	45.4
-2609.5	45.1
-2608.5	44.8
-2607.5	44.4
-2606.5	44
-2605.5	43.7
-2604.5	43.4
-2603.5	43.2
-2602.5	43
-2601.5	42.9
-2600.5	42.7
-2599.5	42.7
-2598.5	42.8
-2597.5	42.9
-2596.5	43
-2595.5	43.1
-2594.5	43
-2593.5	42.7
-2592.5	42.3
-2591.5	41.9
-2590.5	41.6
-2589.5	41.4
-2588.5	41.4
-2587.5	41.3
-2586.5	41.3
-2585.5	41.3
-2584.5	41.3
-2583.5	41.3
-2582.5	41.3
-2581.5	41.4
-2580.5	41.4
-2579.5	41.6
-2578.5	42.1
-2577.5	42.6
-2576.5	43.1
-2575.5	43.6
-2574.5	43.9
-2573.5	44.2
-2572.5	44.5
-2571.5	44.8
-2570.5	45.1
-2569.5	45.4
-2568.5	45.8
-2567.5	46.2
-2566.5	46.5
-2565.5	46.9
-2564.5	47.2
-2563.5	47.5
-2562.5	47.8
-2561.5	48
-2560.5	48.3
-2559.5	48.4
-2558.5	48.3
-2557.5	48.2
-2556.5	48.1
-2555.5	48
-2554.5	47.9
-2553.5	47.8
-2552.5	47.6
-2551.5	47.4
-2550.5	47.3
-2549.5	47.2
-2548.5	47.4
-2547.5	47.5
-2546.5	47.6
-2545.5	47.7
-2544.5	47.6
-2543.5	47.5
-2542.5	47.4
-2541.5	47.2
-2540.5	47.1
-2539.5	46.8
-2538.5	46.5
-2537.5	46.1
-2536.5	45.8
-2535.5	45.5
-2534.5	45.1
-2533.5	44.6
-2532.5	44.1
-2531.5	43.6
-2530.5	43.1
-2529.5	42.9
-2528.5	42.8
-2527.5	42.7
-2526.5	42.6
-2525.5	42.5
-2524.5	42.4
-2523.5	42
-2522.5	41.8
-2521.5	41.5
-2520.5	41.1
-2519.5	40.9
-2518.5	40.5
-2517.5	40.2
-2516.5	40
-2515.5	39.6
-2514.5	39.3
-2513.5	38.8
-2512.5	38.3
-2511.5	37.8
-2510.5	37.3
-2509.5	37
-2508.5	36.9
-2507.5	36.8
-2506.5	36.6
-2505.5	36.5
-2504.5	36.5
-2503.5	36.6
-2502.5	36.8
-2501.5	37
-2500.5	37.1
-2499.5	37.3
-2498.5	37.6
-2497.5	37.9
-2496.5	38.2
-2495.5	38.5
-2494.5	38.7
-2493.5	38.9
-2492.5	39.2
-2491.5	39.4
-2490.5	39.6
-2489.5	39.8
-2488.5	40.1
-2487.5	40.3
-2486.5	40.5
-2485.5	40.8
-2484.5	40.9
-2483.5	40.8
-2482.5	40.7
-2481.5	40.6
-2480.5	40.5
-2479.5	40.5
-2478.5	40.5
-2477.5	40.5
-2476.5	40.6
-2475.5	40.6
-2474.5	40.8
-2473.5	41.3
-2472.5	41.8
-2471.5	42.3
-2470.5	42.8
-2469.5	43.3
-2468.5	43.8
-2467.5	44.3
-2466.5	44.8
-2465.5	45.3
-2464.5	45.8
-2463.5	46.2
-2462.5	46.6
-2461.5	47
-2460.5	47.4
-2459.5	47.7
-2458.5	48
-2457.5	48.2
-2456.5	48.5
-2455.5	48.8
-2454.5	48.9
-2453.5	48.9
-2452.5	48.9
-2451.5	48.9
-2450.5	48.9
-2449.5	48.9
-2448.5	48.8
-2447.5	48.6
-2446.5	48.5
-2445.5	48.4
-2444.5	48.3
-2443.5	48.2
-2442.5	48
-2441.5	47.9
-2440.5	47.8
-2439.5	47.6
-2438.5	47.5
-2437.5	47.4
-2436.5	47.3
-2435.5	47.2
-2434.5	47.1
-2433.5	47.1
-2432.5	47.2
-2431.5	47.2
-2430.5	47.2
-2429.5	47.2
-2428.5	47.1
-2427.5	47
-2426.5	46.9
-2425.5	46.8
-2424.5	46.7
-2423.5	46.4
-2422.5	46.1
-2421.5	45.9
-2420.5	45.6
-2419.5	45.3
-2418.5	44.9
-2417.5	44.5
-2416.5	44
-2415.5	43.6
-2414.5	43.3
-2413.5	43.2
-2412.5	43
-2411.5	42.9
-2410.5	42.8
-2409.5	42.7
-2408.5	42.8
-2407.5	42.9
-2406.5	42.9
-2405.5	43
-2404.5	43
-2403.5	43.1
-2402.5	43.2
-2401.5	43.4
-2400.5	43.5
-2399.5	43.5
-2398.5	43.6
-2397.5	43.6
-2396.5	43.6
-2395.5	43.7
-2394.5	43.6
-2393.5	43.5
-2392.5	43.4
-2391.5	43.2
-2390.5	43.1
-2389.5	43
-2388.5	42.9
-2387.5	42.8
-2386.5	42.6
-2385.5	42.5
-2384.5	42.3
-2383.5	42
-2382.5	41.7
-2381.5	41.4
-2380.5	41.1
-2379.5	40.7
-2378.5	40.4
-2377.5	40
-2376.5	39.6
-2375.5	39.3
-2374.5	39
-2373.5	38.8
-2372.5	38.5
-2371.5	38.3
-2370.5	38.1
-2369.5	38
-2368.5	37.9
-2367.5	37.9
-2366.5	37.9
-2365.5	37.8
-2364.5	37.7
-2363.5	37.6
-2362.5	37.4
-2361.5	37.2
-2360.5	37.1
-2359.5	36.9
-2358.5	36.8
-2357.5	36.7
-2356.5	36.6
-2355.5	36.5
-2354.5	36.3
-2353.5	36.2
-2352.5	36.1
-2351.5	36
-2350.5	35.9
-2349.5	36
-2348.5	36.3
-2347.5	36.6
-2346.5	36.9
-2345.5	37.2
-2344.5	37.4
-2343.5	37.5
-2342.5	37.6
-2341.5	37.8
-2340.5	37.9
-2339.5	37.9
-2338.5	38
-2337.5	38
-2336.5	38.1
-2335.5	38.2
-2334.5	38.2
-2333.5	38.2
-2332.5	38.2
-2331.5	38.3
-2330.5	38.3
-2329.5	38.2
-2328.5	38.1
-2327.5	38
-2326.5	37.8
-2325.5	37.7
-2324.5	37.4
-2323.5	37.1
-2322.5	36.8
-2321.5	36.4
-2320.5	36.1
-2319.5	35.8
-2318.5	35.7
-2317.5	35.6
-2316.5	35.5
-2315.5	35.4
-2314.5	35.2
-2313.5	35
-2312.5	34.8
-2311.5	34.7
-2310.5	34.5
-2309.5	34.4
-2308.5	34.5
-2307.5	34.5
-2306.5	34.6
-2305.5	34.7
-2304.5	34.6
-2303.5	34.5
-2302.5	34.4
-2301.5	34.2
-2300.5	34.1
-2299.5	34.1
-2298.5	34.2
-2297.5	34.3
-2296.5	34.4
-2295.5	34.5
-2294.5	34.7
-2293.5	34.9
-2292.5	35
-2291.5	35.2
-2290.5	35.4
-2289.5	35.6
-2288.5	35.9
-2287.5	36.1
-2286.5	36.4
-2285.5	36.7
-2284.5	36.8
-2283.5	36.9
-2282.5	37
-2281.5	37
-2280.5	37.1
-2279.5	37.1
-2278.5	37.2
-2277.5	37.4
-2276.5	37.5
-2275.5	37.6
-2274.5	37.6
-2273.5	37.8
-2272.5	37.9
-2271.5	38
-2270.5	38.1
-2269.5	38.1
-2268.5	38.1
-2267.5	38
-2266.5	38
-2265.5	38
-2264.5	37.9
-2263.5	37.8
-2262.5	37.7
-2261.5	37.6
-2260.5	37.5
-2259.5	37.2
-2258.5	36.9
-2257.5	36.5
-2256.5	36.1
-2255.5	35.8
-2254.5	35.5
-2253.5	35.1
-2252.5	34.9
-2251.5	34.6
-2250.5	34.2
-2249.5	33.9
-2248.5	33.4
-2247.5	32.9
-2246.5	32.4
-2245.5	31.9
-2244.5	31.7
-2243.5	31.6
-2242.5	31.5
-2241.5	31.4
-2240.5	31.3
-2239.5	31.2
-2238.5	31
-2237.5	30.9
-2236.5	30.7
-2235.5	30.5
-2234.5	30.5
-2233.5	30.6
-2232.5	30.7
-2231.5	30.8
-2230.5	30.9
-2229.5	31.1
-2228.5	31.2
-2227.5	31.4
-2226.5	31.5
-2225.5	31.6
-2224.5	31.6
-2223.5	31.3
-2222.5	31
-2221.5	30.7
-2220.5	30.4
-2219.5	30.1
-2218.5	29.8
-2217.5	29.5
-2216.5	29.1
-2215.5	28.8
-2214.5	28.6
-2213.5	28.7
-2212.5	28.8
-2211.5	28.9
-2210.5	29
-2209.5	29.1
-2208.5	29.4
-2207.5	29.6
-2206.5	29.9
-2205.5	30.2
-2204.5	30.5
-2203.5	30.9
-2202.5	31.3
-2201.5	31.7
-2200.5	32.1
-2199.5	32.5
-2198.5	32.9
-2197.5	33.3
-2196.5	33.7
-2195.5	34.1
-2194.5	34.4
-2193.5	34.7
-2192.5	34.9
-2191.5	35.1
-2190.5	35.4
-2189.5	35.5
-2188.5	35.5
-2187.5	35.5
-2186.5	35.4
-2185.5	35.4
-2184.5	35.3
-2183.5	35.1
-2182.5	34.8
-2181.5	34.6
-2180.5	34.4
-2179.5	34.1
-2178.5	33.8
-2177.5	33.5
-2176.5	33.1
-2175.5	32.8
-2174.5	32.5
-2173.5	32.2
-2172.5	32
-2171.5	31.7
-2170.5	31.4
-2169.5	31.2
-2168.5	30.9
-2167.5	30.6
-2166.5	30.2
-2165.5	29.9
-2164.5	29.7
-2163.5	29.4
-2162.5	29.2
-2161.5	29
-2160.5	28.7
-2159.5	28.5
-2158.5	28.2
-2157.5	27.9
-2156.5	27.6
-2155.5	27.2
-2154.5	27.2
-2153.5	27.3
-2152.5	27.5
-2151.5	27.6
-2150.5	27.7
-2149.5	27.8
-2148.5	27.9
-2147.5	28
-2146.5	28.1
-2145.5	28.2
-2144.5	28.3
-2143.5	28.6
-2142.5	28.9
-2141.5	29.2
-2140.5	29.5
-2139.5	29.8
-2138.5	30.2
-2137.5	30.6
-2136.5	31.1
-2135.5	31.5
-2134.5	31.8
-2133.5	32.1
-2132.5	32.4
-2131.5	32.6
-2130.5	32.9
-2129.5	33
-2128.5	33.1
-2127.5	33.2
-2126.5	33.4
-2125.5	33.5
-2124.5	33.5
-2123.5	33.5
-2122.5	33.5
-2121.5	33.5
-2120.5	33.5
-2119.5	33.5
-2118.5	33.6
-2117.5	33.6
-2116.5	33.7
-2115.5	33.8
-2114.5	33.8
-2113.5	33.9
-2112.5	33.9
-2111.5	33.9
-2110.5	34
-2109.5	34
-2108.5	33.9
-2107.5	33.8
-2106.5	33.6
-2105.5	33.5
-2104.5	33.4
-2103.5	33.2
-2102.5	33
-2101.5	32.8
-2100.5	32.6
-2099.5	32.3
-2098.5	32
-2097.5	31.6
-2096.5	31.3
-2095.5	31
-2094.5	30.7
-2093.5	30.4
-2092.5	30.1
-2091.5	29.8
-2090.5	29.5
-2089.5	29.2
-2088.5	28.8
-2087.5	28.4
-2086.5	28.1
-2085.5	27.7
-2084.5	27.4
-2083.5	27.1
-2082.5	26.8
-2081.5	26.4
-2080.5	26.1
-2079.5	25.9
-2078.5	25.6
-2077.5	25.4
-2076.5	25.1
-2075.5	24.8
-2074.5	24.6
-2073.5	24.6
-2072.5	24.4
-2071.5	24.3
-2070.5	24.2
-2069.5	24.1
-2068.5	24
-2067.5	23.8
-2066.5	23.6
-2065.5	23.5
-2064.5	23.4
-2063.5	23.4
-2062.5	23.4
-2061.5	23.4
-2060.5	23.4
-2059.5	23.4
-2058.5	23.4
-2057.5	23.4
-2056.5	23.5
-2055.5	23.5
-2054.5	23.4
-2053.5	23.4
-2052.5	23.2
-2051.5	23.1
-2050.5	23.1
-2049.5	23
-2048.5	23.1
-2047.5	23.1
-2046.5	23.1
-2045.5	23.2
-2044.5	23.2
-2043.5	23.3
-2042.5	23.4
-2041.5	23.6
-2040.5	23.6
-2039.5	23.8
-2038.5	23.9
-2037.5	24.1
-2036.5	24.3
-2035.5	24.4
-2034.5	24.6
-2033.5	24.9
-2032.5	25.2
-2031.5	25.5
-2030.5	25.8
-2029.5	26
-2028.5	26.2
-2027.5	26.4
-2026.5	26.7
-2025.5	26.9
-2024.5	27.1
-2023.5	27.1
-2022.5	27.2
-2021.5	27.4
-2020.5	27.4
-2019.5	27.5
-2018.5	27.5
-2017.5	27.6
-2016.5	27.6
-2015.5	27.6
-2014.5	27.7
-2013.5	27.8
-2012.5	27.9
-2011.5	28
-2010.5	28.1
-2009.5	28.2
-2008.5	28.2
-2007.5	28.2
-2006.5	28.3
-2005.5	28.3
-2004.5	28.2
-2003.5	28
-2002.5	27.8
-2001.5	27.5
-2000.5	27.3
-1999.5	27
-1998.5	26.6
-1997.5	26.1
-1996.5	25.7
-1995.5	25.3
-1994.5	25
-1993.5	24.7
-1992.5	24.4
-1991.5	24.1
-1990.5	23.8
-1989.5	23.5
-1988.5	23.3
-1987.5	23.1
-1986.5	22.9
-1985.5	22.7
-1984.5	22.6
-1983.5	22.7
-1982.5	22.8
-1981.5	22.9
-1980.5	23
-1979.5	23.1
-1978.5	23.4
-1977.5	23.6
-1976.5	23.9
-1975.5	24.2
-1974.5	24.3
-1973.5	24.2
-1972.5	24.2
