Calendar year	D14C in per mil
-4828.5	82.8
-4827.5	82.8
-4826.5	82.9
-4825.5	83
-4824.5	83.1
-4823.5	83.1
-4822.5	83
-4821.5	83
-4820.5	83
-4819.5	82.9
-4818.5	82.6
-4817.5	82.4
-4816.5	82.2
-4815.5	81.9
-4814.5	81.5
-4813.5	81
-4812.5	80.5
-4811.5	80
-4810.5	79.5
-4809.5	79.4
-4808.5	79.5
-4807.5	79.6
-4806.5	79.7
-4805.5	79.8
-4804.5	79.9
-4803.5	79.9
-4802.5	80
-4801.5	80
-4800.5	80
-4799.5	80.1
-4798.5	80.2
-4797.5	80.3
-4796.5	80.4
-4795.5	80.5
-4794.5	80.7
-4793.5	80.9
-4792.5	81.2
-4791.5	81.4
-4790.5	81.6
-4789.5	81.8
-4788.5	82
-4787.5	82.2
-4786.5	82.3
-4785.5	82.5
-4784.5	82.7
-4783.5	82.8
-4782.5	82.9
-4781.5	83
-4780.5	83.1
-4779.5	83.2
-4778.5	83.2
-4777.5	83.2
-4776.5	83.3
-4775.5	83.3
-4774.5	83.2
-4773.5	83.1
-4772.5	82.9
-4771.5	82.7
-4770.5	82.6
-4769.5	82.5
-4768.5	82.7
-4767.5	82.8
-4766.5	82.8
-4765.5	83
-4764.5	83
-4763.5	82.9
-4762.5	82.8
-4761.5	82.8
-4760.5	82.7
-4759.5	82.6
-4758.5	82.4
-4757.5	82.2
-4756.5	82
-4755.5	81.8
-4754.5	81.5
-4753.5	81.2
-4752.5	80.9
-4751.5	80.6
-4750.5	80.3
-4749.5	80
-4748.5	79.9
-4747.5	79.8
-4746.5	79.7
-4745.5	79.6
-4744.5	79.5
-4743.5	79.6
-4742.5	79.6
-4741.5	79.6
-4740.5	79.7
-4739.5	79.6
-4738.5	79.5
-4737.5	79.3
-4736.5	79.2
-4735.5	79.1
-4734.5	78.9
-4733.5	78.6
-4732.5	78.3
-4731.5	78.1
-4730.5	77.8
-4729.5	77.8
-4728.5	78
-4727.5	78.2
-4726.5	78.5
-4725.5	78.7
-4724.5	79
-4723.5	79.3
-4722.5	79.6
-4721.5	79.9
-4720.5	80.2
-4719.5	80.5
-4718.5	80.7
-4717.5	80.9
-4716.5	81.1
-4715.5	81.3
-4714.5	81.5
-4713.5	81.6
-4712.5	81.8
-4711.5	81.9
-4710.5	82
-4709.5	82.2
-4708.5	82.4
-4707.5	82.7
-4706.5	82.9
-4705.5	83.1
-4704.5	83.2
-4703.5	83.2
-4702.5	83.2
-4701.5	83.2
-4700.5	83.2
-4699.5	83.1
-4698.5	83
-4697.5	82.9
-4696.5	82.8
-4695.5	82.7
-4694.5	82.6
-4693.5	82.5
-4692.5	82.5
-4691.5	82.5
-4690.5	82.4
-4689.5	82.6
-4688.5	83
-4687.5	83.5
-4686.5	83.9
-4685.5	84.3
-4684.5	84.6
-4683.5	84.8
-4682.5	85
-4681.5	85.1
-4680.5	85.3
-4679.5	85.4
-4678.5	85.4
-4677.5	85.3
-4676.5	85.3
-4675.5	85.3
-4674.5	85.2
-4673.5	85.1
-4672.5	84.9
-4671.5	84.7
-4670.5	84.6
-4669.5	84.5
-4668.5	84.5
-4667.5	84.5
-4666.5	84.4
-4665.5	84.4
-4664.5	84.3
-4663.5	84.2
-4662.5	84
-4661.5	83.8
-4660.5	83.7
-4659.5	83.5
-4658.5	83.3
-4657.5	83.1
-4656.5	82.9
-4655.5	82.7
-4654.5	82.6
-4653.5	82.7
-4652.5	82.8
-4651.5	82.8
-4650.5	82.9
-4649.5	82.9
-4648.5	82.8
-4647.5	82.8
-4646.5	82.7
-4645.5	82.6
-4644.5	82.5
-4643.5	82.2
-4642.5	82
-4641.5	81.8
-4640.5	81.5
-4639.5	81.2
-4638.5	80.9
-4637.5	80.6
-4636.5	80.3
-4635.5	80
-4634.5	79.6
-4633.5	79.3
-4632.5	79
-4631.5	78.7
-4630.5	78.4
-4629.5	78.1
-4628.5	77.9
-4627.5	77.7
-4626.5	77.5
-4625.5	77.3
-4624.5	77.2
-4623.5	77.2
-4622.5	77.2
-4621.5	77.3
-4620.5	77.3
-4619.5	77.4
-4618.5	77.6
-4617.5	77.8
-4616.5	77.9
-4615.5	78.1
-4614.5	78.2
-4613.5	78.3
-4612.5	78.4
-4611.5	78.5
-4610.5	78.6
-4609.5	78.6
-4608.5	78.6
-4607.5	78.6
-4606.5	78.6
-4605.5	78.6
-4604.5	78.6
-4603.5	78.6
-4602.5	78.6
-4601.5	78.6
-4600.5	78.6
-4599.5	78.6
-4598.5	78.6
-4597.5	78.5
-4596.5	78.5
-4595.5	78.5
-4594.5	78.5
-4593.5	78.3
-4592.5	78.2
-4591.5	78.2
-4590.5	78
-4589.5	78
-4588.5	77.9
-4587.5	77.8
-4586.5	77.8
-4585.5	77.7
-4584.5	77.7
-4583.5	77.6
-4582.5	77.6
-4581.5	77.6
-4580.5	77.5
-4579.5	77.5
-4578.5	77.4
-4577.5	77.3
-4576.5	77.3
-4575.5	77.2
-4574.5	77.1
-4573.5	76.9
-4572.5	76.8
-4571.5	76.6
-4570.5	76.4
-4569.5	76.2
-4568.5	76.1
-4567.5	75.9
-4566.5	75.7
-4565.5	75.6
-4564.5	75.4
-4563.5	75.3
-4562.5	75.2
-4561.5	75.1
-4560.5	75
-4559.5	74.9
-4558.5	74.8
-4557.5	74.7
-4556.5	74.6
-4555.5	74.5
-4554.5	74.5
-4553.5	74.5
-4552.5	74.5
-4551.5	74.6
-4550.5	74.6
-4549.5	74.8
-4548.5	75
-4547.5	75.3
-4546.5	75.6
-4545.5	75.9
-4544.5	76.2
-4543.5	76.5
-4542.5	76.8
-4541.5	77.1
-4540.5	77.4
-4539.5	77.5
-4538.5	77.6
-4537.5	77.7
-4536.5	77.7
-4535.5	77.8
-4534.5	77.8
-4533.5	77.8
-4532.5	77.8
-4531.5	77.8
-4530.5	77.8
-4529.5	77.8
-4528.5	77.7
-4527.5	77.7
-4526.5	77.7
-4525.5	77.6
-4524.5	77.6
-4523.5	77.5
-4522.5	77.4
-4521.5	77.4
-4520.5	77.3
-4519.5	77.3
-4518.5	77.3
-4517.5	77.2
-4516.5	77.2
-4515.5	77.2
-4514.5	77.2
-4513.5	77
-4512.5	77
-4511.5	76.9
-4510.5	76.8
-4509.5	76.6
-4508.5	76.4
-4507.5	76.2
-4506.5	76.1
-4505.5	75.9
-4504.5	75.8
-4503.5	75.8
-4502.5	75.8
-4501.5	75.8
-4500.5	75.8
-4499.5	75.9
-4498.5	76
-4497.5	76.2
-4496.5	76.4
-4495.5	76.5
-4494.5	76.7
-4493.5	76.8
-4492.5	76.9
-4491.5	77
-4490.5	77.1
-4489.5	77.2
-4488.5	77.3
-4487.5	77.4
-4486.5	77.5
-4485.5	77.6
-4484.5	77.6
-4483.5	77.5
-4482.5	77.4
-4481.5	77.4
-4480.5	77.3
-4479.5	77.2
-4478.5	77
-4477.5	76.8
-4476.5	76.6
-4475.5	76.4
-4474.5	76.2
-4473.5	76.1
-4472.5	75.9
-4471.5	75.8
-4470.5	75.7
-4469.5	75.5
-4468.5	75.4
-4467.5	75.2
-4466.5	75
-4465.5	74.9
-4464.5	74.9
-4463.5	75.1
-4462.5	75.2
-4461.5	75.4
-4460.5	75.6
-4459.5	76
-4458.5	76.5
-4457.5	77
-4456.5	77.5
-4455.5	78
-4454.5	78.4
-4453.5	78.7
-4452.5	79.1
-4451.5	79.4
-4450.5	79.7
-4449.5	80.1
-4448.5	80.5
-4447.5	80.9
-4446.5	81.3
-4445.5	81.7
-4444.5	82
-4443.5	82.1
-4442.5	82.3
-4441.5	82.5
-4440.5	82.6
-4439.5	82.7
-4438.5	82.7
-4437.5	82.7
-4436.5	82.6
-4435.5	82.6
-4434.5	82.5
-4433.5	82.4
-4432.5	82.3
-4431.5	82.2
-4430.5	82.1
-4429.5	82
-4428.5	81.8
-4427.5	81.7
-4426.5	81.5
-4425.5	81.3
-4424.5	81
-4423.5	80.6
-4422.5	80.2
-4421.5	79.9
-4420.5	79.5
-4419.5	79.1
-4418.5	78.7
-4417.5	78.2
-4416.5	77.8
-4415.5	77.4
-4414.5	77.1
-4413.5	76.8
-4412.5	76.6
-4411.5	76.4
-4410.5	76.1
-4409.5	76
-4408.5	75.8
-4407.5	75.8
-4406.5	75.7
-4405.5	75.5
-4404.5	75.5
-4403.5	75.6
-4402.5	75.7
-4401.5	75.8
-4400.5	75.9
-4399.5	75.9
-4398.5	75.9
-4397.5	75.9
-4396.5	75.9
-4395.5	75.9
-4394.5	75.9
-4393.5	75.8
-4392.5	75.7
-4391.5	75.6
-4390.5	75.5
-4389.5	75.4
-4388.5	75.2
-4387.5	75
-4386.5	74.9
-4385.5	74.7
-4384.5	74.5
-4383.5	74.3
-4382.5	74.2
-4381.5	74
-4380.5	73.8
-4379.5	73.6
-4378.5	73.4
-4377.5	73.2
-4376.5	72.9
-4375.5	72.7
-4374.5	72.7
-4373.5	72.9
-4372.5	73.1
-4371.5	73.3
-4370.5	73.5
-4369.5	73.7
-4368.5	73.8
-4367.5	74
-4366.5	74.2
-4365.5	74.3
-4364.5	74.5
-4363.5	74.7
-4362.5	75
-4361.5	75.2
-4360.5	75.4
-4359.5	75.6
-4358.5	75.9
-4357.5	76.1
-4356.5	76.3
-4355.5	76.6
-4354.5	76.8
-4353.5	77.1
-4352.5	77.4
-4351.5	77.7
-4350.5	78
-4349.5	78.2
-4348.5	78.5
-4347.5	78.8
-4346.5	79
-4345.5	79.3
-4344.5	79.6
-4343.5	79.9
-4342.5	80.2
-4341.5	80.6
-4340.5	80.9
-4339.5	81.3
-4338.5	81.6
-4337.5	81.9
-4336.5	82.3
-4335.5	82.6
-4334.5	83
-4333.5	83.4
-4332.5	83.8
-4331.5	84.3
-4330.5	84.7
-4329.5	85.1
-4328.5	85.6
-4327.5	86
-4326.5	86.4
-4325.5	86.9
-4324.5	87.2
-4323.5	87.5
-4322.5	87.8
-4321.5	88
-4320.5	88.3
-4319.5	88.5
-4318.5	88.7
-4317.5	88.9
-4316.5	89.1
-4315.5	89.3
-4314.5	89.4
-4313.5	89.5
-4312.5	89.5
-4311.5	89.5
-4310.5	89.6
-4309.5	89.5
-4308.5	89.4
-4307.5	89.3
-4306.5	89.2
-4305.5	89.1
-4304.5	88.9
-4303.5	88.6
-4302.5	88.4
-4301.5	88.2
-4300.5	87.9
-4299.5	87.6
-4298.5	87.3
-4297.5	87
-4296.5	86.7
-4295.5	86.4
-4294.5	86
-4293.5	85.7
-4292.5	85.3
-4291.5	84.9
-4290.5	84.6
-4289.5	84.2
-4288.5	83.8
-4287.5	83.4
-4286.5	83
-4285.5	82.6
-4284.5	82.2
-4283.5	81.8
-4282.5	81.5
-4281.5	81.1
-4280.5	80.7
-4279.5	80.4
-4278.5	80.2
-4277.5	80
-4276.5	79.7
-4275.5	79.5
-4274.5	79.4
-4273.5	79.5
-4272.5	79.6
-4271.5	79.6
-4270.5	79.7
-4269.5	79.8
-4268.5	80.1
-4267.5	80.4
-4266.5	80.7
-4265.5	81
-4264.5	81.2
-4263.5	81.5
-4262.5	81.8
-4261.5	82.1
-4260.5	82.4
-4259.5	82.7
-4258.5	82.9
-4257.5	83.2
-4256.5	83.4
-4255.5	83.6
-4254.5	83.7
-4253.5	83.7
-4252.5	83.7
-4251.5	83.6
-4250.5	83.6
-4249.5	83.5
-4248.5	83.4
-4247.5	83.2
-4246.5	83.1
-4245.5	83
-4244.5	82.9
-4243.5	83
-4242.5	83.1
-4241.5	83.2
-4240.5	83.3
-4239.5	83.4
-4238.5	83.7
-4237.5	83.9
-4236.5	84.2
-4235.5	84.5
-4234.5	84.8
-4233.5	85.3
-4232.5	85.8
-4231.5	86.2
-4230.5	86.7
-4229.5	87.2
-4228.5	87.7
-4227.5	88.2
-4226.5	88.7
-4225.5	89.2
-4224.5	89.7
-4223.5	90
-4222.5	90.2
-4221.5	90.5
-4220.5	90.8
-4219.5	91
-4218.5	91.1
-4217.5	91.1
-4216.5	91.1
-4215.5	91.2
-4214.5	91.1
-4213.5	90.8
-4212.5	90.5
-4211.5	90.2
-4210.5	89.9
-4209.5	89.6
-4208.5	89.2
-4207.5	88.8
-4206.5	88.3
-4205.5	87.9
-4204.5	87.5
-4203.5	87
-4202.5	86.6
-4201.5	86.1
-4200.5	85.6
-4199.5	85.2
-4198.5	84.7
-4197.5	84.3
-4196.5	83.9
-4195.5	83.4
-4194.5	83
-4193.5	82.7
-4192.5	82.3
-4191.5	81.9
-4190.5	81.6
-4189.5	81.3
-4188.5	81
-4187.5	80.8
-4186.5	80.5
-4185.5	80.2
-4184.5	80.1
-4183.5	80
-4182.5	79.9
-4181.5	79.8
-4180.5	79.7
-4179.5	79.7
-4178.5	79.8
-4177.5	79.9
-4176.5	80
-4175.5	80.1
-4174.5	80.2
-4173.5	80.3
-4172.5	80.4
-4171.5	80.6
-4170.5	80.7
-4169.5	80.9
-4168.5	81
-4167.5	81.2
-4166.5	81.4
-4165.5	81.5
-4164.5	81.6
-4163.5	81.7
-4162.5	81.8
-4161.5	81.8
-4160.5	81.9
-4159.5	81.9
-4158.5	81.9
-4157.5	81.9
-4156.5	81.9
-4155.5	81.9
-4154.5	81.9
-4153.5	82
-4152.5	82
-4151.5	82
-4150.5	82.1
-4149.5	82.1
-4148.5	82.1
-4147.5	82.2
-4146.5	82.2
-4145.5	82.2
-4144.5	82.2
-4143.5	82.1
-4142.5	82
-4141.5	81.9
-4140.5	81.8
-4139.5	81.7
-4138.5	81.6
-4137.5	81.4
-4136.5	81.3
-4135.5	81.2
-4134.5	80.8
-4133.5	80.2
-4132.5	79.7
-4131.5	79.1
-4130.5	78.5
-4129.5	77.9
-4128.5	77.3
-4127.5	76.8
-4126.5	76.2
-4125.5	75.6
-4124.5	75.2
-4123.5	75.1
-4122.5	75
-4121.5	75
-4120.5	74.8
-4119.5	74.8
-4118.5	74.9
-4117.5	74.9
-4116.5	74.9
-4115.5	75
-4114.5	75
-4113.5	75
-4112.5	75
-4111.5	75.1
-4110.5	75.1
-4109.5	75
-4108.5	74.9
-4107.5	74.8
-4106.5	74.7
-4105.5	74.6
-4104.5	74.4
-4103.5	74.3
-4102.5	74.1
-4101.5	73.9
-4100.5	73.8
-4099.5	73.5
-4098.5	73.2
-4097.5	72.8
-4096.5	72.5
-4095.5	72.2
-4094.5	71.9
-4093.5	71.7
-4092.5	71.5
-4091.5	71.2
-4090.5	71
-4089.5	70.7
-4088.5	70.4
-4087.5	70.1
-4086.5	69.8
-4085.5	69.5
-4084.5	69.3
-4083.5	69.4
-4082.5	69.4
-4081.5	69.4
-4080.5	69.5
-4079.5	69.5
-4078.5	69.6
-4077.5	69.7
-4076.5	69.7
-4075.5	69.8
-4074.5	69.8
-4073.5	69.9
-4072.5	70
-4071.5	70.1
-4070.5	70.2
-4069.5	70.2
-4068.5	70.2
-4067.5	70.2
-4066.5	70.3
-4065.5	70.3
-4064.5	70.3
-4063.5	70.2
-4062.5	70.2
-4061.5	70.1
-4060.5	70
-4059.5	70
-4058.5	69.9
-4057.5	69.9
-4056.5	69.9
-4055.5	69.8
-4054.5	69.9
-4053.5	70.1
-4052.5	70.3
-4051.5	70.5
-4050.5	70.7
-4049.5	71
-4048.5	71.3
-4047.5	71.7
-4046.5	72
-4045.5	72.3
-4044.5	72.8
-4043.5	73.3
-4042.5	73.8
-4041.5	74.3
-4040.5	74.8
-4039.5	75.3
-4038.5	75.8
-4037.5	76.2
-4036.5	76.6
-4035.5	77.1
-4034.5	77.3
-4033.5	77.5
-4032.5	77.5
-4031.5	77.6
-4030.5	77.8
-4029.5	77.7
-4028.5	77.5
-4027.5	77.3
-4026.5	77.1
-4025.5	76.9
-4024.5	76.6
-4023.5	76.3
-4022.5	75.9
-4021.5	75.5
-4020.5	75.2
-4019.5	74.8
-4018.5	74.3
-4017.5	73.9
-4016.5	73.5
-4015.5	73
-4014.5	72.6
-4013.5	72.3
-4012.5	72
-4011.5	71.7
-4010.5	71.4
-4009.5	71.1
-4008.5	71
-4007.5	70.8
-4006.5	70.6
-4005.5	70.5
-4004.5	70.4
-4003.5	70.5
-4002.5	70.5
-4001.5	70.5
-4000.5	70.6
-3999.5	70.7
-3998.5	70.9
-3997.5	71
-3996.5	71.2
-3995.5	71.4
-3994.5	71.6
-3993.5	71.8
-3992.5	72
-3991.5	72.1
-3990.5	72.3
-3989.5	72.5
-3988.5	72.6
-3987.5	72.7
-3986.5	72.8
-3985.5	72.9
-3984.5	73
-3983.5	73.1
-3982.5	73.2
-3981.5	73.4
-3980.5	73.5
-3979.5	73.7
-3978.5	73.8
-3977.5	73.9
-3976.5	74.1
-3975.5	74.2
-3974.5	74.4
-3973.5	74.6
-3972.5	74.8
-3971.5	75.1
-3970.5	75.3
-3969.5	75.6
-3968.5	75.9
-3967.5	76.2
-3966.5	76.5
-3965.5	76.8
-3964.5	77.1
-3963.5	77.4
-3962.5	77.8
-3961.5	78.1
-3960.5	78.4
-3959.5	78.8
-3958.5	79.1
-3957.5	79.5
-3956.5	79.9
-3955.5	80.2
-3954.5	80.5
-3953.5	80.8
-3952.5	81
-3951.5	81.2
-3950.5	81.5
-3949.5	81.7
-3948.5	81.9
-3947.5	82.1
-3946.5	82.3
-3945.5	82.5
-3944.5	82.7
-3943.5	82.9
-3942.5	83.2
-3941.5	83.4
-3940.5	83.6
-3939.5	83.8
-3938.5	83.9
-3937.5	84.1
-3936.5	84.3
-3935.5	84.4
-3934.5	84.6
-3933.5	84.7
-3932.5	84.8
-3931.5	84.9
-3930.5	85
-3929.5	85.1
-3928.5	85.1
-3927.5	85
-3926.5	85
-3925.5	85
-3924.5	84.9
-3923.5	84.8
-3922.5	84.7
-3921.5	84.6
-3920.5	84.5
-3919.5	84.3
-3918.5	84.2
-3917.5	84
-3916.5	83.8
-3915.5	83.7
-3914.5	83.6
-3913.5	83.5
-3912.5	83.5
-3911.5	83.5
-3910.5	83.4
-3909.5	83.4
-3908.5	83.5
-3907.5	83.6
-3906.5	83.7
-3905.5	83.8
-3904.5	83.8
-3903.5	83.7
-3902.5	83.6
-3901.5	83.5
-3900.5	83.4
-3899.5	83.3
-3898.5	83.1
-3897.5	83
-3896.5	82.8
-3895.5	82.6
-3894.5	82.6
-3893.5	82.7
-3892.5	82.9
-3891.5	83.1
-3890.5	83.2
-3889.5	83.3
-3888.5	83.2
-3887.5	83.1
-3886.5	83
-3885.5	82.9
-3884.5	82.7
-3883.5	82.3
-3882.5	81.9
-3881.5	81.5
-3880.5	81.1
-3879.5	80.6
-3878.5	80
-3877.5	79.4
-3876.5	78.8
-3875.5	78.2
-3874.5	77.7
-3873.5	77.2
-3872.5	76.8
-3871.5	76.4
-3870.5	75.9
-3869.5	75.6
-3868.5	75.5
-3867.5	75.3
-3866.5	75.2
-3865.5	75.1
-3864.5	74.9
-3863.5	74.8
-3862.5	74.7
-3861.5	74.5
-3860.5	74.4
-3859.5	74.1
-3858.5	73.7
-3857.5	73.3
-3856.5	72.9
-3855.5	72.5
-3854.5	72.1
-3853.5	71.8
-3852.5	71.5
-3851.5	71.2
-3850.5	70.9
-3849.5	70.7
-3848.5	70.7
-3847.5	70.8
-3846.5	70.8
-3845.5	70.8
-3844.5	70.8
-3843.5	70.7
-3842.5	70.7
-3841.5	70.6
-3840.5	70.5
-3839.5	70.4
-3838.5	70.3
-3837.5	70.1
-3836.5	69.9
-3835.5	69.8
-3834.5	69.6
-3833.5	69.4
-3832.5	69.2
-3831.5	69.1
-3830.5	68.9
-3829.5	68.7
-3828.5	68.5
-3827.5	68.3
-3826.5	68.2
-3825.5	68
-3824.5	67.9
-3823.5	67.9
-3822.5	67.8
-3821.5	67.8
-3820.5	67.8
-3819.5	67.8
-3818.5	67.7
-3817.5	67.7
-3816.5	67.7
-3815.5	67.6
-3814.5	67.6
-3813.5	67.8
-3812.5	67.8
-3811.5	67.9
-3810.5	68
-3809.5	68.2
-3808.5	68.3
-3807.5	68.4
-3806.5	68.5
-3805.5	68.6
-3804.5	68.8
-3803.5	69.1
-3802.5	69.3
-3801.5	69.5
-3800.5	69.8
-3799.5	70.1
-3798.5	70.5
-3797.5	70.8
-3796.5	71.2
-3795.5	71.6
-3794.5	71.9
-3793.5	72
-3792.5	72.2
-3791.5	72.4
-3790.5	72.5
-3789.5	72.6
-3788.5	72.8
-3787.5	72.8
-3786.5	72.9
-3785.5	73
-3784.5	73.1
-3783.5	73.2
-3782.5	73.2
-3781.5	73.2
-3780.5	73.3
-3779.5	73.3
-3778.5	73.3
-3777.5	73.3
-3776.5	73.3
-3775.5	73.3
-3774.5	73.4
-3773.5	73.5
-3772.5	73.6
-3771.5	73.7
-3770.5	73.8
-3769.5	73.9
-3768.5	73.9
-3767.5	73.9
-3766.5	73.9
-3765.5	73.9
-3764.5	73.9
-3763.5	73.9
-3762.5	74
-3761.5	74
-3760.5	74
-3759.5	74
-3758.5	74.1
-3757.5	74.2
-3756.5	74.2
-3755.5	74.3
-3754.5	74.2
-3753.5	74
-3752.5	73.8
-3751.5	73.6
-3750.5	73.4
-3749.5	73.3
-3748.5	73.2
-3747.5	73.2
-3746.5	73.2
-3745.5	73.1
-3744.5	72.9
-3743.5	72.6
-3742.5	72.2
-3741.5	71.9
-3740.5	71.6
-3739.5	71.3
-3738.5	71.2
-3737.5	71
-3736.5	70.8
-3735.5	70.7
-3734.5	70.5
-3733.5	70.4
-3732.5	70.3
-3731.5	70.2
-3730.5	70.1
-3729.5	70
-3728.5	69.9
-3727.5	69.8
-3726.5	69.8
-3725.5	69.6
-3724.5	69.4
-3723.5	69.1
-3722.5	68.8
-3721.5	68.5
-3720.5	68.2
-3719.5	68
-3718.5	67.9
-3717.5	67.8
-3716.5	67.8
-3715.5	67.7
-3714.5	67.8
-3713.5	68.1
-3712.5	68.3
-3711.5	68.6
-3710.5	68.9
-3709.5	69.2
-3708.5	69.7
-3707.5	70.1
-3706.5	70.5
-3705.5	71
-3704.5	71.3
-3703.5	71.6
-3702.5	71.8
-3701.5	72.1
-3700.5	72.4
-3699.5	72.5
-3698.5	72.6
-3697.5	72.7
-3696.5	72.7
-3695.5	72.8
-3694.5	72.9
-3693.5	73.2
-3692.5	73.4
-3691.5	73.6
-3690.5	73.9
-3689.5	73.9
-3688.5	73.8
-3687.5	73.7
-3686.5	73.6
-3685.5	73.5
-3684.5	73.2
-3683.5	73
-3682.5	72.7
-3681.5	72.4
-3680.5	72.1
-3679.5	71.8
-3678.5	71.5
-3677.5	71.2
-3676.5	71
-3675.5	70.7
-3674.5	70.5
-3673.5	70.4
-3672.5	70.3
-3671.5	70.2
-3670.5	70.1
-3669.5	70.1
-3668.5	70
-3667.5	69.9
-3666.5	69.8
-3665.5	69.7
-3664.5	69.8
-3663.5	69.9
-3662.5	70
-3661.5	70.1
-3660.5	70.2
-3659.5	70.4
-3658.5	70.6
-3657.5	70.8
-3656.5	70.9
-3655.5	71.1
-3654.5	71.4
-3653.5	71.8
-3652.5	72.2
-3651.5	72.6
-3650.5	73
-3649.5	73.4
-3648.5	73.7
-3647.5	74
-3646.5	74.2
-3645.5	74.5
-3644.5	74.9
-3643.5	75.2
-3642.5	75.6
-3641.5	75.9
-3640.5	76.2
-3639.5	76.8
-3638.5	77.6
-3637.5	78.5
-3636.5	79.3
-3635.5	80.1
-3634.5	80.9
-3633.5	81.7
-3632.5	82.5
-3631.5	83.3
-3630.5	84.1
-3629.5	84.8
-3628.5	85.3
-3627.5	85.8
-3626.5	86.4
-3625.5	86.9
-3624.5	87.3
-3623.5	87.6
-3622.5	87.9
-3621.5	88.2
-3620.5	88.5
-3619.5	88.6
-3618.5	88.7
-3617.5	88.8
-3616.5	88.9
-3615.5	89
-3614.5	88.9
-3613.5	88.6
-3612.5	88.4
-3611.5	88.2
-3610.5	87.9
-3609.5	87.6
-3608.5	87.3
-3607.5	87
-3606.5	86.8
-3605.5	86.5
-3604.5	86.1
-3603.5	85.8
-3602.5	85.4
-3601.5	85.1
-3600.5	84.8
-3599.5	84.4
-3598.5	84.1
-3597.5	83.8
-3596.5	83.5
-3595.5	83.2
-3594.5	82.9
-3593.5	82.7
-3592.5	82.5
-3591.5	82.3
-3590.5	82.1
-3589.5	81.9
-3588.5	81.6
-3587.5	81.3
-3586.5	81
-3585.5	80.7
-3584.5	80.4
-3583.5	80.1
-3582.5	79.8
-3581.5	79.5
-3580.5	79.2
-3579.5	78.8
-3578.5	78.4
-3577.5	78
-3576.5	77.5
-3575.5	77.1
-3574.5	76.9
-3573.5	76.9
-3572.5	77
-3571.5	77
-3570.5	77
-3569.5	76.9
-3568.5	76.7
-3567.5	76.5
-3566.5	76.3
-3565.5	76.1
-3564.5	75.9
-3563.5	75.7
-3562.5	75.5
-3561.5	75.3
-3560.5	75.1
-3559.5	74.8
-3558.5	74.4
-3557.5	74
-3556.5	73.7
-3555.5	73.3
-3554.5	72.9
-3553.5	72.5
-3552.5	72.2
-3551.5	71.8
-3550.5	71.4
-3549.5	71.1
-3548.5	70.8
-3547.5	70.6
-3546.5	70.3
-3545.5	70
-3544.5	69.9
-3543.5	69.9
-3542.5	70
-3541.5	70
-3540.5	70
-3539.5	70.2
-3538.5	70.6
-3537.5	71
-3536.5	71.3
-3535.5	71.7
-3534.5	72
-3533.5	72.3
-3532.5	72.6
-3531.5	72.8
-3530.5	73.1
-3529.5	73.3
-3528.5	73.4
-3527.5	73.6
-3526.5	73.8
-3525.5	73.9
-3524.5	74.2
-3523.5	74.6
-3522.5	75
-3521.5	75.4
-3520.5	75.8
-3519.5	76.3
-3518.5	76.8
-3517.5	77.3
-3516.5	77.8
-3515.5	78.3
-3514.5	78.6
-3513.5	78.7
-3512.5	78.8
-3511.5	78.9
-3510.5	79
-3509.5	79
-3508.5	79
-3507.5	79
-3506.5	79
-3505.5	79
-3504.5	79
-3503.5	78.9
-3502.5	78.9
-3501.5	78.9
-3500.5	78.8
-3499.5	79.1
-3498.5	79.6
-3497.5	80.2
-3496.5	80.7
-3495.5	81.2
-3494.5	81.7
-3493.5	82
-3492.5	82.3
-3491.5	82.6
-3490.5	82.9
-3489.5	83.2
-3488.5	83.3
-3487.5	83.5
-3486.5	83.7
-3485.5	83.8
-3484.5	84
-3483.5	84.1
-3482.5	84.2
-3481.5	84.2
-3480.5	84.4
-3479.5	84.3
-3478.5	84.1
-3477.5	83.9
-3476.5	83.7
-3475.5	83.5
-3474.5	83.2
-3473.5	82.7
-3472.5	82.3
-3471.5	81.9
-3470.5	81.4
-3469.5	80.9
-3468.5	80.4
-3467.5	79.8
-3466.5	79.2
-3465.5	78.7
-3464.5	78.3
-3463.5	78
-3462.5	77.7
-3461.5	77.4
-3460.5	77.1
-3459.5	76.9
-3458.5	76.6
-3457.5	76.3
-3456.5	76
-3455.5	75.7
-3454.5	75.5
-3453.5	75.3
-3452.5	75.2
-3451.5	75
-3450.5	74.8
-3449.5	74.6
-3448.5	74.4
-3447.5	74.2
-3446.5	74
-3445.5	73.8
-3444.5	73.7
-3443.5	73.6
-3442.5	73.6
-3441.5	73.6
-3440.5	73.5
-3439.5	73.4
-3438.5	73.1
-3437.5	72.9
-3436.5	72.7
-3435.5	72.4
-3434.5	72.1
-3433.5	71.7
-3432.5	71.3
-3431.5	70.9
-3430.5	70.5
-3429.5	70.1
-3428.5	69.7
-3427.5	69.3
-3426.5	69
-3425.5	68.6
-3424.5	68.2
-3423.5	67.7
-3422.5	67.3
-3421.5	66.9
-3420.5	66.4
-3419.5	66.2
-3418.5	66.1
-3417.5	66.1
-3416.5	66.1
-3415.5	66
-3414.5	65.9
-3413.5	65.8
-3412.5	65.6
-3411.5	65.4
-3410.5	65.3
-3409.5	65.1
-3408.5	64.9
-3407.5	64.8
-3406.5	64.6
-3405.5	64.4
-3404.5	64.3
-3403.5	64.4
-3402.5	64.4
-3401.5	64.4
